StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,age,gender,education,"languages, no duplicates","languages, no duplicates_4_TEXT",MM,MM-1,MM-2,MM-3,FM,FM-1,FM-2,FM-3,MF,MF-1,MF-2,MF-3,FF,FF-1,FF-2,FF-3
4/3/25 22:07,4/3/25 22:11,0,178.91.253.86,100,223,1,4/3/25 22:11,R_4wymwoEFATjNXk2,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"1,2,3",,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2
4/3/25 22:07,4/3/25 22:11,0,185.48.148.186,100,238,1,4/3/25 22:11,R_6rxD7ozhoqXrk21,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2
4/3/25 22:17,4/3/25 22:19,0,87.255.216.75,100,163,1,4/3/25 22:19,R_4lgQKbaWZt8wdhv,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,3,2,3,2,1,1,1,1,2,2,3,2
4/3/25 22:18,4/3/25 22:22,0,87.255.216.75,100,272,1,4/3/25 22:22,R_1Ra3r89XZrM2Gb1,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2
4/3/25 22:21,4/3/25 22:23,0,185.27.69.218,100,125,1,4/3/25 22:23,R_7rJGTYM52BrSe9e,,,,,43.25,76.9167,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,3,2,2,2,3,1,1,1,1,3,3,2,2
4/3/25 22:30,4/3/25 22:34,0,87.255.216.75,100,207,1,4/3/25 22:34,R_9gMTOgtVZxpa4XD,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,1,1,1,2,1,1,2,1,2,1,3,2
4/3/25 22:39,4/3/25 22:42,0,87.255.216.104,100,141,1,4/3/25 22:42,R_4fxQ9TUoRj6lMFz,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2
4/3/25 22:43,4/3/25 22:54,0,185.48.148.184,100,697,1,4/3/25 22:54,R_3WItYtrCO6vSklH,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"1,2,3",,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2
4/4/25 0:41,4/4/25 0:42,0,178.91.253.84,100,63,1,4/4/25 0:42,R_6M4JFT1JWHs8hAQ,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,1,1,3,2,1,1,1,1,3,1,1,3
4/4/25 0:42,4/4/25 0:44,0,178.91.253.72,100,118,1,4/4/25 0:44,R_4ten1jHRgnzZCxj,,,,,51.1876,71.4491,anonymous,EN,1,1,1,2,"1,2,3",,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2
4/4/25 0:43,4/4/25 0:45,0,178.91.103.21,100,86,1,4/4/25 0:45,R_7lRCZhoApdw7mwz,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"1,2,3",,1,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2
4/4/25 0:07,4/4/25 0:47,0,212.96.84.77,100,2419,1,4/4/25 0:47,R_1fds1ZpZGk3mG0k,,,,,51.1876,71.4491,anonymous,EN,1,1,2,3,"1,2,3",,3,3,3,3,2,1,2,2,2,3,1,3,3,2,2,2
4/4/25 0:51,4/4/25 0:52,0,185.48.148.202,100,85,1,4/4/25 0:52,R_4kAiMKzfjkr6HCo,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2
4/4/25 1:00,4/4/25 1:02,0,185.48.148.203,100,148,1,4/4/25 1:02,R_3qdwg1KrATJtGif,,,,,51.1876,71.4491,anonymous,EN,1,1,1,2,"1,2,3",,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2
4/4/25 1:01,4/4/25 1:02,0,2.76.83.59,100,96,1,4/4/25 1:02,R_5IRk49EnMJUuYfB,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"1,2,3",,3,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3
4/4/25 1:08,4/4/25 1:13,0,87.255.216.72,100,298,1,4/4/25 1:13,R_4rktZ5S2AxFSDlN,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"1,2,3",,3,1,1,1,2,1,2,2,3,1,2,1,2,2,1,2
4/4/25 1:15,4/4/25 1:18,0,185.48.148.184,100,186,1,4/4/25 1:18,R_9Y5uRCnK9FAdMUh,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"2,3",,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2
4/4/25 14:47,4/4/25 14:51,0,85.117.114.250,100,188,1,4/4/25 14:51,R_21ylK1PMcyny6Jl,,,,,51.1876,71.4491,anonymous,EN,1,1,1,2,"1,2,3",,1,1,1,1,2,1,3,1,1,1,1,1,2,2,3,2
4/4/25 14:54,4/4/25 14:56,0,146.0.60.68,100,121,1,4/4/25 14:56,R_8KvAMCSy9NiE06X,,,,,49.7989,73.0994,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2
4/4/25 14:57,4/4/25 14:59,0,95.82.71.20,100,98,1,4/4/25 14:59,R_8UbaOB0RInBHSTD,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"2,3",,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2
4/7/25 16:04,4/7/25 16:05,0,185.48.148.185,100,79,1,4/7/25 16:05,R_4PsPPQgBQMxs1e3,,,,,51.1876,71.4491,anonymous,EN,1,1,1,2,"1,2,3",,1,1,1,1,1,1,3,3,1,2,1,2,2,2,2,2
4/7/25 16:03,4/7/25 16:07,0,178.91.253.86,100,210,1,4/7/25 16:07,R_6DCFbhF9GJlVy2T,,,,,51.1876,71.4491,anonymous,EN,1,1,2,2,"1,2,3",,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2
4/7/25 16:07,4/7/25 16:10,0,178.91.253.85,100,149,1,4/7/25 16:10,R_9gedGa34dKvprXf,,,,,51.1876,71.4491,anonymous,EN,1,1,2,3,"1,2,3",,1,1,3,2,2,3,2,2,3,1,1,1,3,3,2,2
4/7/25 16:14,4/7/25 16:16,0,2.75.22.199,100,137,1,4/7/25 16:16,R_27zb6r0PO13QgbT,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3,4",Spanish,1,3,1,1,1,1,2,2,1,1,1,1,2,2,2,2
4/7/25 16:20,4/7/25 16:23,0,91.246.103.182,100,185,1,4/7/25 16:23,R_3Od3jhg88SFUPrH,,,,,49.7989,73.0994,anonymous,EN,1,1,2,3,"1,2,3",,1,1,1,2,2,2,1,1,2,1,1,2,1,3,2,2
4/7/25 16:24,4/7/25 16:26,0,95.58.188.170,100,74,1,4/7/25 16:26,R_8poCGbXmv7ym879,,,,,53.2852,69.3922,anonymous,EN,1,1,2,3,"1,2,3",,1,1,1,1,2,1,2,3,1,1,1,1,2,2,1,2
4/7/25 16:28,4/7/25 16:30,0,91.246.103.182,100,94,1,4/7/25 16:30,R_2oBDKaWErAWr57Q,,,,,49.7989,73.0994,anonymous,EN,1,1,2,3,"1,2,3,4",Turkish,1,1,1,3,3,1,2,3,1,3,3,1,2,2,2,2
4/7/25 16:40,4/7/25 17:07,0,95.58.249.178,100,1614,1,4/7/25 17:07,R_2t3swm0OmhJ7CFj,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,3,1,2,2,1,3,2,1,2,3,2,2
4/7/25 19:08,4/7/25 19:10,0,178.91.253.74,100,98,1,4/7/25 19:10,R_9v1ZGattQ1sGczn,,,,,51.1876,71.4491,anonymous,EN,1,1,1,3,"1,2,3",,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,2
